#,ID Code,Type,Label,Level,Description,Count Up,Coordinates - Row,Coordinates - Column,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
31,I6010,Supporting Data,Labor Freedom,Economy,Economy,No,28,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.39,97.82,94.67,95.41,95.1,94.8,95.7,95.8,95.5,97.2,98.5,91.4,,,,
32,I7000,Metric,Inter-Firm Knowledge Flows,Economy,Economy,Yes,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.2,14.15,14.15,14.15,14,,,21.81,,,,,
33,I7001,Metric,Inter-Firm Knowledge Flows,Sector,Aerospace & Defense,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,16.09,15.15,15.15,13,,,20.88,,,,,
34,I7002,Metric,Inter-Firm Knowledge Flows,Sector,Automotive,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,12.22,10.95,12.46,12.46,13,,,20.46,,,,,
35,I7003,Metric,Inter-Firm Knowledge Flows,Sector,Aviation & Transport Services,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.03,13.17,14.8,14.8,14,,,18.62,,,,,
36,I7004,Metric,Inter-Firm Knowledge Flows,Sector,Banking & Financial Institutions,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,14.96,16.36,16.36,14,,,21.1,,,,,
37,I7005,Metric,Inter-Firm Knowledge Flows,Sector,Consumer Products,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,15.63,15.6,15.6,14,,,28.43,,,,,
38,I7006,Metric,Inter-Firm Knowledge Flows,Sector,Energy,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,15.02,17.97,16.58,16.58,15,,,18.88,,,,,
39,I7007,Metric,Inter-Firm Knowledge Flows,Sector,Health Care Services,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,14.32,15.16,15.16,15.16,14,,,19.48,,,,,
40,I7008,Metric,Inter-Firm Knowledge Flows,Sector,Insurance,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,16.55,18.06,18.06,17,,,21.76,,,,,
41,I7009,Metric,Inter-Firm Knowledge Flows,Sector,Life Sciences,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.59,16.37,16.19,16.19,16,,,21.04,,,,,
42,I7010,Metric,Inter-Firm Knowledge Flows,Sector,Media & Entertainment,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,18.2,18.08,18.08,16,,,21.44,,,,,
43,I7011,Metric,Inter-Firm Knowledge Flows,Sector,Process & Industrial Products,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,15.1,14.82,14.82,13,,,27.16,,,,,
44,I7012,Metric,Inter-Firm Knowledge Flows,Sector,Professional Service Firms,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.69,16.42,17.15,17.15,15,,,29.39,,,,,
45,I7013,Metric,Inter-Firm Knowledge Flows,Sector,Retail,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,9.61,10.74,11.83,11.83,11,,,21.86,,,,,
46,I7014,Metric,Inter-Firm Knowledge Flows,Sector,Technology,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,17.87,14.79,14.79,15,,,32.76,,,,,
47,I7015,Metric,Inter-Firm Knowledge Flows,Sector,Telecommunications,No,39,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.02,13.94,16.14,16.14,13,,,27.07,,,,,
48,I8001,Metric,Wireless Minutes,Economy,Economy,Yes,55,61,,,,,,,,,,,,,,,,,,,,,,,,,,,11154015983,13567533156,19160974277,26950000239,37767122723,51970200176,62923082455,89010438637,1.47726E+11,2.58755E+11,4.56964E+11,6.19836E+11,8.29877E+11,1.10129E+12,1.49545E+12,1.79836E+12,2.11865E+12,2.20288E+12,2.23732E+12,2.24132E+12,2.29551E+12,2.29992E+12,2.61818E+12,2.45493E+12,2.88102E+12,,,,,
49,I8002,Metric,SMS Volume,Economy,Economy,Yes,56,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,14402130,252825025,1022852479,2075320313,4659442602,9762270578,18705973892,48140754277,1.10441E+11,1.35172E+11,1.87663E+11,1.93115E+11,1.71258E+11,1.53291E+11,1.69304E+11,1.56665E+11,,,,,
50,I9000,Metric,Internet Activity,Economy,Economy,Yes,57,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2.26,4.91,9.81,19.62,41.5,83.01,166.02,256.57,377.32,603.7,943.29,1509.26,2219.21,3038.96,4516.84,5152.97,6237.12,7631.61,9792.84,14097.38,,,,,
51,I10000,Metric,Migration of People to Creative Cities,Economy,Economy,Yes,58,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55,12.1,13.42,14.26,15.14,16.49,20.66,21.78,23.74,25.24,25.24,22.8,24.2,30.72,32.02,33.63,,,,,
52,I10001,Supporting Data,Migration to Top Ten Cities,Economy,Economy,No,58,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.44,26.56,28.66,30.24,31.92,33.92,36.47,39.17,41.91,44.81,44.81,28.32,29.82,31.56,33,34.53,,,,,
53,I10002,Supporting Data,Migration to Bottom Ten Cities,Economy,Economy,No,58,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,14.46,15.24,15.98,16.78,17.43,15.81,17.4,18.17,19.57,19.57,5.52,5.62,0.84,0.98,0.9,,,,,
54,I11000,Metric,Travel Volume,Economy,Economy,Yes,61,36,,,,,,,,,,,,,,,,,,,,,,,,,,70.45,69.85,70.23,75.19,76.25,80.48,81.37,88.02,90.24,93.22,94.7,100.3,92.6,97.4,99.7,107.6,110.2,113.9,116.6,109.7,110.5,113.3,115.2,117,117.7,119.8,,,,,
55,I12000,Metric,Movement of Capital,Economy,Economy,Yes,62,16,,,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.04,0.03,0.02,0.02,0.04,0.01,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.02,0.04,,,,,
56,I12001,Supporting Data,Total FDI Flows,Economy,Economy,Yes,63,16,,,,,,"8,850","8,488","9,097","13,473","12,382","16,804","15,199","14,300","22,075","35,193","36,148","38,422","14,888","21,043","38,612","33,878","55,786","89,735","77,170","106,614","79,404","55,495","61,869","127,910","118,347","150,846","168,881","199,167","305,438","492,767","456,633","284,334","209,403","182,498","430,731","120,142","461,356","609,470","614,662","431,505","475,828","626,431","481,027","559,111","429,340","754,990",,,,,
57,I12002,Supporting Data,FDI Inward,Economy,Economy,No,63,16,,,,,,"1,260",870,"1,350","2,120","3,330","2,560","3,250","2,900","5,850","8,700","16,918","25,195","13,810","11,518","25,567","20,490","36,145","59,581","58,571","69,010","48,422","22,799","19,222","50,663","45,095","58,772","84,455","103,398","174,434","283,376","314,007","159,461","74,457","53,146","135,826","104,773","237,136","215,952","306,366","143,604","198,049","229,862","169,680","230,768","92,397",410,,,,,
58,I12003,Supporting Data,FDI Outward,Economy,Economy,No,63,16,,,,,,"7,590","7,618","7,747","11,353","9,052","14,244","11,949","11,400","16,225","26,493","19,230","13,227","1,078","9,525","13,045","13,388","19,641","30,154","18,599","37,604","30,982","32,696","42,647","77,247","73,252","92,074","84,426","95,769","131,004","209,391","142,626","124,873","134,946","129,352","294,905","15,369","224,220","393,518","308,296","287,901","277,779","396,569","311,347","328,343","336,943",-345,,,,,
59,I12004,Supporting Data,GDP,Economy,Economy,No,63,16,719,788,832,910,984,"1,076","1,168","1,282","1,429","1,549","1,689","1,878","2,086","2,357","2,632","2,863","3,211","3,345","3,638","4,041","4,347","4,590","4,870","5,253","5,658","5,980","6,174","6,539","6,879","7,309","7,664","8,100","8,609","9,089","9,661","10,285","10,622","10,978","11,511","12,275","13,094","13,856","14,478","14,719","14,419","14,964","15,518","16,155","16,663","17,348","17,947",,,,,
60,I13000,Metric,Worker Passion,Economy,Economy,Yes,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,23.13,22.68,21.14,10.7,,,13.14,,,,,
61,I13001,Metric,Worker Passion,Sector,Aerospace & Defense,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,21.76,24.88,24.39,22.44,13.5,,,11.11,,,,,
62,I13002,Metric,Worker Passion,Sector,Automotive,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,19.07,23.79,21.15,19.71,13.86,,,10.94,,,,,
63,I13003,Metric,Worker Passion,Sector,Aviation & Transport Services,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,21.4,25.85,24.27,22.82,10.45,,,10.89,,,,,
64,I13004,Metric,Worker Passion,Sector,Banking & Financial Institutions,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,24.88,22.22,20.29,8.5,,,16.31,,,,,
65,I13005,Metric,Worker Passion,Sector,Consumer Products,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,19.42,18.01,17.54,13,,,26.76,,,,,
66,I13006,Metric,Worker Passion,Sector,Energy,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,16.36,26.92,27.05,23.67,10,,,15.56,,,,,
67,I13007,Metric,Worker Passion,Sector,Health Care Services,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,22.58,24.88,30.48,29.52,13.5,,,9.74,,,,,
68,I13008,Metric,Worker Passion,Sector,Insurance,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,17.54,23.79,23.3,8.5,,,15.85,,,,,
69,I13009,Metric,Worker Passion,Sector,Life Sciences,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,18.36,15.92,14.93,9.41,,,18.75,,,,,
70,I13010,Metric,Worker Passion,Sector,Media & Entertainment,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,20.93,24.76,25.71,24.76,10,,,11.11,,,,,
71,I13011,Metric,Worker Passion,Sector,Process & Industrial Products,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,24.88,25.6,21.46,20.49,11.5,,,21.62,,,,,
72,I13012,Metric,Worker Passion,Sector,Professional Service Firms,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,25.48,19.52,17.62,9.45,,,16.35,,,,,
73,I13013,Metric,Worker Passion,Sector,Retail,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,17.76,22.97,24.76,22.82,10.5,,,10.93,,,,,
74,I13014,Metric,Worker Passion,Sector,Technology,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,18.98,21.05,21.43,19.52,9.45,,,17.77,,,,,
75,I13015,Metric,Worker Passion,Sector,Telecommunications,No,67,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.77,19.9,17.48,8.96,,,20.83,,,,,
76,I14000,Metric,Social Media Activity,Economy,Economy,Yes,83,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1.18,1.53,1.99,2.59,3.37,4.38,5.7,7.42,9.65,10.61,14.37,17.35,13.85,16.68,13.97,13.89,,,,,
77,I15000,Metric,Competitive Intensity,Economy,Economy,Yes,84,61,0.14,0.13,0.12,0.11,0.1,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,,,,,
78,I15001,Metric,Competitive Intensity,Sector,Aerospace & Defense,No,84,61,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.1,0.09,0.1,0.09,0.09,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.12,0.11,0.11,0.12,,,,,
79,I15002,Metric,Competitive Intensity,Sector,Automotive,No,84,61,0.16,0.15,0.14,0.14,0.14,0.11,0.14,0.13,0.13,0.1,0.1,0.11,0.12,0.12,0.12,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.09,0.12,0.08,0.06,0.07,0.06,0.06,0.07,,,,,
80,I15003,Metric,Competitive Intensity,Sector,Aviation & Transport Services,No,84,61,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,
81,I15004,Metric,Competitive Intensity,Sector,Banking & Financial Institutions,No,84,61,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0,0.04,0.03,0.03,0.03,0.03,0.03,0.03,,,,,
